temperature	df/dt	Sample	genotype
68.01745597	1.192024499	A9	S5
68.07741683	1.24204854	A9	S5
68.13737769	1.289845609	A9	S5
68.19733855	1.327356613	A9	S5
68.25729941	1.349074127	A9	S5
68.31726027	1.356969794	A9	S5
68.37722114	1.355737244	A9	S5
68.437182	1.351671962	A9	S5
68.49714286	1.350709575	A9	S5
68.55710372	1.360318936	A9	S5
68.61706458	1.383945374	A9	S5
68.67702544	1.419264085	A9	S5
68.7369863	1.463352791	A9	S5
68.79694716	1.509411857	A9	S5
68.85690802	1.552783011	A9	S5
68.91686888	1.5962041	A9	S5
68.97682975	1.644201191	A9	S5
69.03679061	1.694145589	A9	S5
69.09675147	1.739428914	A9	S5
69.15671233	1.779058309	A9	S5
69.21667319	1.816380032	A9	S5
69.27663405	1.852461647	A9	S5
69.33659491	1.890960253	A9	S5
69.39655577	1.93730578	A9	S5
69.45651663	1.989982575	A9	S5
69.5164775	2.043083963	A9	S5
69.57643836	2.092637495	A9	S5
69.63639922	2.139086378	A9	S5
69.69636008	2.186190131	A9	S5
69.75632094	2.234066387	A9	S5
69.8162818	2.277173749	A9	S5
69.87624266	2.318770359	A9	S5
69.93620352	2.363410437	A9	S5
69.99616438	2.410871154	A9	S5
70.05612524	2.465535099	A9	S5
70.11608611	2.532296705	A9	S5
70.17604697	2.610963316	A9	S5
70.23600783	2.698061604	A9	S5
70.29596869	2.793654469	A9	S5
70.35592955	2.899531758	A9	S5
70.41589041	3.00850636	A9	S5
70.47585127	3.112380506	A9	S5
70.53581213	3.208137417	A9	S5
70.59577299	3.296592857	A9	S5
70.65573386	3.387996867	A9	S5
70.71569472	3.489377635	A9	S5
70.77565558	3.602705666	A9	S5
70.83561644	3.725493877	A9	S5
70.8955773	3.850818223	A9	S5
70.95553816	3.975674766	A9	S5
71.01549902	4.101808121	A9	S5
71.07545988	4.223214044	A9	S5
71.13542074	4.330151049	A9	S5
71.1953816	4.427389255	A9	S5
71.25534247	4.526049725	A9	S5
71.31530333	4.621631791	A9	S5
71.37526419	4.705828036	A9	S5
71.43522505	4.786111049	A9	S5
71.49518591	4.871509044	A9	S5
71.55514677	4.963122062	A9	S5
71.61510763	5.055275516	A9	S5
71.67506849	5.15158712	A9	S5
71.73502935	5.25690023	A9	S5
71.79499022	5.365570782	A9	S5
71.85495108	5.471320919	A9	S5
71.91491194	5.570429655	A9	S5
71.9748728	5.656945747	A9	S5
72.03483366	5.726675899	A9	S5
72.09479452	5.779671096	A9	S5
72.15475538	5.817627261	A9	S5
72.21471624	5.841663886	A9	S5
72.2746771	5.851241067	A9	S5
72.33463796	5.840741351	A9	S5
72.39459883	5.807156929	A9	S5
72.45455969	5.755886501	A9	S5
72.51452055	5.692416933	A9	S5
72.57448141	5.630299238	A9	S5
72.63444227	5.584601317	A9	S5
72.69440313	5.549962139	A9	S5
72.75436399	5.510709775	A9	S5
72.81432485	5.469809271	A9	S5
72.87428571	5.433785574	A9	S5
72.93424658	5.384183023	A9	S5
72.99420744	5.301112856	A9	S5
73.0541683	5.186379713	A9	S5
73.11412916	5.045620539	A9	S5
73.17409002	4.883995862	A9	S5
73.23405088	4.711129339	A9	S5
73.29401174	4.535883564	A9	S5
73.3539726	4.364967809	A9	S5
73.41393346	4.210691683	A9	S5
